company_name,location,job_title,experience_required,job_description,skills
Capgemini,Kochi,DevOps Engineer,2-5 years,"Capgemini is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Problem Solving', 'APIs']"
Capgemini,Chennai,Cloud Engineer,2-5 years,"Capgemini is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Microservices', 'APIs']"
Capgemini,Kochi,AI/ML Engineer,2-5 years,"Capgemini is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Cloud']"
Capgemini,Bengaluru,Cybersecurity Analyst,2-5 years,"Capgemini is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'APIs']"
Capgemini,Chennai,Business Analyst,2-5 years,"Capgemini is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Problem Solving', 'Microservices']"
Capgemini,Chennai,QA Engineer,2-5 years,"Capgemini is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'Data Visualization']"
Tech Mahindra,Chennai,Software Engineer,2-5 years,"Tech Mahindra is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Agile', 'Cloud']"
Tech Mahindra,Kochi,Data Analyst,2-5 years,"Tech Mahindra is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'Cloud']"
Tech Mahindra,Chennai,Data Scientist,2-5 years,"Tech Mahindra is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Microservices', 'Agile']"
Tech Mahindra,Kochi,Full Stack Developer,2-5 years,"Tech Mahindra is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Problem Solving', 'Communication']"
Tech Mahindra,Hyderabad,DevOps Engineer,2-5 years,"Tech Mahindra is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Agile', 'Cloud']"
Tech Mahindra,Kochi,Cloud Engineer,2-5 years,"Tech Mahindra is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'Communication']"
Tech Mahindra,Hyderabad,AI/ML Engineer,2-5 years,"Tech Mahindra is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Agile', 'Microservices']"
Tech Mahindra,Bengaluru,Cybersecurity Analyst,2-5 years,"Tech Mahindra is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'Communication']"
Tech Mahindra,Kochi,Business Analyst,2-5 years,"Tech Mahindra is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Agile', 'APIs']"
Tech Mahindra,Kochi,QA Engineer,2-5 years,"Tech Mahindra is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Microservices', 'APIs']"
Oracle,Chennai,Software Engineer,2-5 years,"Oracle is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'APIs', 'Cloud']"
Oracle,Bengaluru,Data Analyst,2-5 years,"Oracle is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Agile', 'Microservices']"
Oracle,Bengaluru,Data Scientist,2-5 years,"Oracle is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'APIs', 'Problem Solving']"
Oracle,Bengaluru,Full Stack Developer,2-5 years,"Oracle is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Communication', 'Cloud']"
Oracle,Hyderabad,DevOps Engineer,2-5 years,"Oracle is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Cloud', 'Communication']"
Oracle,Chennai,Cloud Engineer,2-5 years,"Oracle is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Agile', 'Data Visualization']"
Oracle,Hyderabad,AI/ML Engineer,2-5 years,"Oracle is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Communication']"
Oracle,Bengaluru,Cybersecurity Analyst,2-5 years,"Oracle is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Problem Solving', 'Microservices']"
Oracle,Kochi,Business Analyst,2-5 years,"Oracle is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Data Visualization', 'Problem Solving']"
Oracle,Hyderabad,QA Engineer,2-5 years,"Oracle is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'APIs', 'Cloud']"
IBM,Chennai,Software Engineer,2-5 years,"IBM is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Communication', 'Cloud']"
IBM,Bengaluru,Data Analyst,2-5 years,"IBM is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Cloud', 'Microservices']"
IBM,Kochi,Data Scientist,2-5 years,"IBM is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'APIs']"
IBM,Chennai,Full Stack Developer,2-5 years,"IBM is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Microservices', 'Data Visualization']"
IBM,Bengaluru,DevOps Engineer,2-5 years,"IBM is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Problem Solving', 'Cloud']"
IBM,Bengaluru,Cloud Engineer,2-5 years,"IBM is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Agile', 'Communication']"
IBM,Chennai,AI/ML Engineer,2-5 years,"IBM is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Microservices', 'Agile']"
IBM,Chennai,Cybersecurity Analyst,2-5 years,"IBM is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'APIs']"
IBM,Chennai,Business Analyst,2-5 years,"IBM is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Data Visualization', 'Cloud']"
IBM,Hyderabad,QA Engineer,2-5 years,"IBM is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Communication', 'APIs']"
Amazon,Chennai,Software Engineer,2-5 years,"Amazon is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'APIs', 'Problem Solving']"
Amazon,Chennai,Data Analyst,2-5 years,"Amazon is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Communication', 'Agile']"
Amazon,Kochi,Data Scientist,2-5 years,"Amazon is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'Microservices']"
Amazon,Kochi,Full Stack Developer,2-5 years,"Amazon is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Problem Solving', 'Communication']"
Amazon,Hyderabad,DevOps Engineer,2-5 years,"Amazon is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Microservices', 'Agile']"
Amazon,Chennai,Cloud Engineer,2-5 years,"Amazon is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Communication', 'Problem Solving']"
Amazon,Bengaluru,AI/ML Engineer,2-5 years,"Amazon is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Problem Solving', 'Agile']"
Amazon,Hyderabad,Cybersecurity Analyst,2-5 years,"Amazon is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Cloud', 'Microservices']"
Amazon,Hyderabad,Business Analyst,2-5 years,"Amazon is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'APIs', 'Microservices']"
Amazon,Bengaluru,QA Engineer,2-5 years,"Amazon is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Agile', 'Problem Solving']"
Google,Bengaluru,Software Engineer,2-5 years,"Google is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Problem Solving', 'Agile']"
Google,Kochi,Data Analyst,2-5 years,"Google is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Data Visualization', 'Cloud']"
Google,Hyderabad,Data Scientist,2-5 years,"Google is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Problem Solving', 'Agile']"
Google,Kochi,Full Stack Developer,2-5 years,"Google is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Communication', 'Microservices']"
Google,Hyderabad,DevOps Engineer,2-5 years,"Google is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Microservices', 'Communication']"
Google,Hyderabad,Cloud Engineer,2-5 years,"Google is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Communication', 'Data Visualization']"
Google,Chennai,AI/ML Engineer,2-5 years,"Google is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Problem Solving', 'Communication']"
Google,Bengaluru,Cybersecurity Analyst,2-5 years,"Google is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Cloud', 'Problem Solving']"
Google,Hyderabad,Business Analyst,2-5 years,"Google is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Cloud', 'Agile']"
Google,Chennai,QA Engineer,2-5 years,"Google is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'APIs', 'Communication']"
Microsoft,Chennai,Software Engineer,2-5 years,"Microsoft is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Cloud', 'APIs']"
Microsoft,Bengaluru,Data Analyst,2-5 years,"Microsoft is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Microservices', 'Cloud']"
Microsoft,Bengaluru,Data Scientist,2-5 years,"Microsoft is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'Agile']"
Microsoft,Chennai,Full Stack Developer,2-5 years,"Microsoft is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Communication', 'APIs']"
Microsoft,Kochi,DevOps Engineer,2-5 years,"Microsoft is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Agile', 'Microservices']"
Microsoft,Chennai,Cloud Engineer,2-5 years,"Microsoft is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'APIs', 'Communication']"
Microsoft,Hyderabad,AI/ML Engineer,2-5 years,"Microsoft is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Cloud', 'Data Visualization']"
Microsoft,Chennai,Cybersecurity Analyst,2-5 years,"Microsoft is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Data Visualization', 'Communication']"
Microsoft,Kochi,Business Analyst,2-5 years,"Microsoft is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'APIs', 'Data Visualization']"
Microsoft,Bengaluru,QA Engineer,2-5 years,"Microsoft is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Communication', 'Data Visualization']"
PayPal,Hyderabad,Software Engineer,2-5 years,"PayPal is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Problem Solving', 'Communication']"
PayPal,Bengaluru,Data Analyst,2-5 years,"PayPal is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'APIs', 'Microservices']"
PayPal,Kochi,Data Scientist,2-5 years,"PayPal is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'Cloud', 'APIs']"
PayPal,Bengaluru,Full Stack Developer,2-5 years,"PayPal is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Agile', 'Cloud']"
PayPal,Bengaluru,DevOps Engineer,2-5 years,"PayPal is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Cloud', 'Data Visualization']"
PayPal,Bengaluru,Cloud Engineer,2-5 years,"PayPal is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Problem Solving', 'APIs']"
PayPal,Bengaluru,AI/ML Engineer,2-5 years,"PayPal is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Data Visualization', 'Cloud']"
PayPal,Bengaluru,Cybersecurity Analyst,2-5 years,"PayPal is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Agile', 'Data Visualization']"
PayPal,Bengaluru,Business Analyst,2-5 years,"PayPal is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Problem Solving', 'Microservices']"
PayPal,Chennai,QA Engineer,2-5 years,"PayPal is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Communication', 'Problem Solving']"
Flipkart,Hyderabad,Software Engineer,2-5 years,"Flipkart is seeking a Software Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Java', 'C++', 'SQL', 'Git', 'REST APIs', 'Data Structures', 'OOP', 'Problem Solving', 'Data Visualization']"
Flipkart,Chennai,Data Analyst,2-5 years,"Flipkart is seeking a Data Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['SQL', 'Python', 'Excel', 'Power BI', 'Tableau', 'Statistics', 'Data Cleaning', 'Microservices', 'Agile']"
Flipkart,Bengaluru,Data Scientist,2-5 years,"Flipkart is seeking a Data Scientist to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'Machine Learning', 'Deep Learning', 'Pandas', 'NumPy', 'SQL', 'TensorFlow', 'APIs', 'Cloud']"
Flipkart,Chennai,Full Stack Developer,2-5 years,"Flipkart is seeking a Full Stack Developer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['JavaScript', 'React', 'Node.js', 'HTML', 'CSS', 'MongoDB', 'REST APIs', 'Agile', 'Problem Solving']"
Flipkart,Chennai,DevOps Engineer,2-5 years,"Flipkart is seeking a DevOps Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Docker', 'Kubernetes', 'CI/CD', 'AWS', 'Linux', 'Shell Scripting', 'Git', 'Agile', 'APIs']"
Flipkart,Chennai,Cloud Engineer,2-5 years,"Flipkart is seeking a Cloud Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['AWS', 'Azure', 'GCP', 'Terraform', 'Networking', 'Linux', 'Python', 'Data Visualization', 'Problem Solving']"
Flipkart,Chennai,AI/ML Engineer,2-5 years,"Flipkart is seeking a AI/ML Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Python', 'TensorFlow', 'PyTorch', 'Machine Learning', 'Deep Learning', 'Data Preprocessing', 'Problem Solving', 'Microservices']"
Flipkart,Chennai,Cybersecurity Analyst,2-5 years,"Flipkart is seeking a Cybersecurity Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Network Security', 'SIEM', 'Ethical Hacking', 'Firewalls', 'Risk Assessment', 'Communication', 'Agile']"
Flipkart,Hyderabad,Business Analyst,2-5 years,"Flipkart is seeking a Business Analyst to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Requirement Gathering', 'SQL', 'Excel', 'Stakeholder Management', 'Agile', 'Data Visualization', 'Problem Solving']"
Flipkart,Kochi,QA Engineer,2-5 years,"Flipkart is seeking a QA Engineer to work on enterprise-scale projects. The candidate will collaborate with cross-functional teams, design scalable systems, and deliver high-quality solutions using modern technologies.","['Selenium', 'Manual Testing', 'Automation Testing', 'Test Cases', 'JIRA', 'Problem Solving', 'Microservices']"
